Name,Source,Page,Size,Type,Alignment,AC,HP,Speed,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Mythic Actions,Lair Actions,Regional Effects,Environment
Flux Blastseeker,GGR,242,Medium,Humanoid (Any Race),chaotic neutral,12 (15 with mage armor),55 (10d8 + 10),30 ft.,10,15,12,20,9,14,"Dex +5, Int +8","Arcana +8, Perception +2",,,,,passive Perception 12,Common plus any one language,5," Fluxbending Overcast (Recharge 5–6). The blastseeker can create an additional effect immediately after casting a spell. Roll a d6 to determine the effect: 1-3. The blastseeker teleports, swapping places with a creature it can see within 30 feet of it. 4-6. The blastseeker and each creature within 10 feet of it must succeed on a DC 16 Constitution saving throw or take 11 (2d10) thunder damage. Innate Spellcasting. The blastseeker's innate spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). The blastseeker can innately cast the following spells, requiring no components other than its Izzet gear, which doesn't function for others:3/day each: mage armor (self only), scorching ray1/day each: banishment, cone of cold, dimension door, fireball, ice storm"," Quarterstaff. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage, or 4 (1d8) bludgeoning damage if used with two hands.",,,,,,,
Fluxcharger,GGR,208,Large,Elemental,chaotic neutral,16 (natural armor),60 (8d10 + 16),"0 ft., fly 60 ft.",15,18,15,6,10,7,,,,"thunder; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison","exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",Draconic,7," Amplify Lightning. Whenever a spell that deals lightning damage includes one or more fluxchargers in its area, the spell deals an extra 9 (2d8) lightning damage."," Multiattack. The fluxcharger makes two slam attacks or uses Arc Lightning twice. Slam. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 10 (3d6) fire damage. Arc Lightning. Ranged Spell Attack: +7 to hit, range 30 ft., one target. Hit: 16 (3d10) lightning damage, and lightning jumps from the target to one creature of the fluxcharger's choice that it can see within 30 feet of the target. That second creature must succeed on a DC 15 Dexterity saving throw or take 13 (3d8) lightning damage. Hit or Miss: The fluxcharger takes 5 (1d10) force damage after resolving the attack.",,,,,,,
Flying Dagger,BGDIA,30,Tiny,Construct,unaligned,17 (natural armor),7 (3d4),"0 ft., fly 50 ft. (hover)",12,15,11,1,5,1,Dex +4,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",—,1," Antimagic Susceptibility. The dagger is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the dagger must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. False Appearance. While the dagger remains motionless and isn't flying, it is indistinguishable from a normal dagger."," Dagger. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage.",,,,,,,
Flying Horror,GGR,203,Medium,Aberration,neutral evil,16 (natural armor),49 (9d8 + 9),"30 ft., fly 60 ft.",9,20,12,2,15,16,,"Perception +4, Stealth +7",radiant,,,frightened,"darkvision 120 ft., passive Perception 14",—,3," Fear Frenzy. The horror has advantage on attack rolls against frightened creatures. Sunlight Sensitivity. While in sunlight, the horror has disadvantage on attack rolls and on Wisdom (Perception) checks that rely on sight."," Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d6 + 5) slashing damage plus 14 (4d6) psychic damage. Frightening Screech (Recharge 5–6). The horror screeches. Each creature within 30 feet of it that can hear it must succeed on a DC 13 Wisdom saving throw or be frightened of it for 1 minute. The frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the horror's Frightening Screech for the next 24 hours.",,,,,,,
Flying Monkey,ToA,220,Small,Beast,unaligned,12,3 (1d6),"30 ft., climb 20 ft., fly 30 ft.",8,14,11,5,12,6,,,,,,,passive Perception 11,—,0," Familiar. With the DM's permission, the find familiar spell can summon a flying monkey. Pack Tactics. The flying monkey has advantage on an attack roll against a creature if at least one of the monkey's allies is within 5 feet of the creature and the ally isn't incapacitated."," Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target Hit: 1 (1d4 - 1) piercing damage.",,,,,,,
Flying Rocking Horse,WBtW,121,Medium,Construct,unaligned,15 (natural armor),22 (4d8 + 4),"0 ft., fly 40 ft. (only while mounted; hover)",10,10,13,1,3,1,,,,,"poison, psychic","blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 6",—,1," False Appearance. If the rocking horse is motionless at the start of combat, it has advantage on its initiative roll. Moreover, if a creature hasn't observed the rocking horse move or act, that creature must succeed on a DC 18 Intelligence (Investigation) check to discern that the rocking horse is animate. Flying Mount. The rocking horse can serve as a mount for a Medium or smaller creature and can fly only while mounted. Unusual Nature. The rocking horse doesn't require air, food, drink, or sleep, and it regains no hit points or Hit Dice at the end of a long rest."," Head Butt. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage.",,,,,,,
Flying Shield,TftYP,224,Small,Construct,unaligned,17 (natural armor),17 (5d6),"0 ft., fly 50 ft. (hover)",12,15,11,1,5,1,Dex +4,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",—,1," Antimagic Susceptibility. The shield is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the shield must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. False Appearance. While the shield remains motionless and isn't flying, it is indistinguishable from a normal shield.",,,,,,,,
Flying Snake,MM,322,Tiny,Beast,unaligned,14,5 (2d4),"30 ft., fly 60 ft., swim 30 ft.",4,18,11,2,12,5,,,,,,,"blindsight 10 ft., passive Perception 11",—,1, Flyby. The snake doesn't provoke opportunity attacks when it flies out of an enemy's reach.," Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 1 piercing damage plus 7 (3d4) poison damage.",,,,,,,"Desert, Forest, Grassland, Urban"
Flying Staff,WDH,152,Small,Construct,unaligned,17 (natural armor),17 (5d6),"0 ft., fly 50 ft. (hover)",12,15,11,1,5,1,Dex +4,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",—,1," Antimagic Susceptibility. The staff is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the staff must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. False Appearance. While the staff remains motionless and isn't flying, it is indistinguishable from a normal staff."," Knife. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage.",,,,,,,
Flying Sword,MM,20,Small,Construct,unaligned,17 (natural armor),17 (5d6),"0 ft., fly 50 ft. (hover)",12,15,11,1,5,1,Dex +4,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",—,1," Antimagic Susceptibility. The sword is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the sword must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. False Appearance. While the sword remains motionless and isn't flying, it is indistinguishable from a normal sword."," Longsword. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.",,,,,,,
Flying Trident,WDMM,106,Small,Construct,unaligned,17 (natural armor),17 (5d6),"0 ft., fly 50 ft. (hover)",12,15,11,1,5,1,Dex +4,,,,"poison, psychic","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned","blindsight 60 ft. (blind beyond this radius), passive Perception 7",—,1," Antimagic Susceptibility. The trident is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the trident must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute. False Appearance. While the trident remains motionless and isn't flying, it is indistinguishable from a normal trident."," Trident. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",,,,,,,
Fomorian,MM,136,Huge,Giant,chaotic evil,14 (natural armor),149 (13d12 + 65),30 ft.,23,10,20,9,14,6,,"Perception +8, Stealth +3",,,,,"darkvision 120 ft., passive Perception 18","Giant, Undercommon",8,," Multiattack. The fomorian attacks twice with its greatclub or makes one greatclub attack and uses Evil Eye once. Greatclub. Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage. Evil Eye. The fomorian magically forces a creature it can see within 60 feet of it to make a DC 14 Charisma saving throw. The creature takes 27 (6d8) psychic damage on a failed save, or half as much damage on a successful one. Curse of the Evil Eye (Recharges after a Short or Long Rest). With a stare, the fomorian uses Evil Eye, but on a failed save, the creature is also cursed with magical deformities. While deformed, the creature has its speed halved and has disadvantage on ability checks, saving throws, and attacks based on Strength or Dexterity.The transformed creature can repeat the saving throw whenever it finishes a long rest, ending the effect on a success.",,,,,,,Underdark
Fomorian Deep Crawler,BGG,142,Huge,Giant,any alignment,14 (natural armor),184 (16d12 + 80),"30 ft., climb 30 ft.",23,15,20,9,17,6,,"Perception +7, Stealth +6",,,,,"darkvision 120 ft., passive Perception 17","Giant, Undercommon",10," Contortionist. The fomorian can enter a space large enough for a Large creature without squeezing. Crawling Stance. While the fomorian has the prone condition, crawling does not cost it extra movement. In addition, the prone condition does not grant advantage on attack rolls against the fomorian. Spider Climb. The fomorian can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check."," Multiattack. The fomorian makes two Slam attacks and uses Crawling Hex if it is available. Slam. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) bludgeoning damage. Crawling Hex (Recharge 4–6). The fomorian targets one creature it can see within 60 feet of itself. The target must succeed on a DC 15 Wisdom saving throw or take 31 (7d8) psychic damage, have the prone condition, and become cursed for 1 hour. While cursed this way, the target can't stand up and end the prone condition on itself.",,,,,,,
Fomorian Noble,BGG,143,Huge,Giant (Wizard),chaotic evil,14 (17 with mage armor),253 (22d12 + 110),30 ft.,23,18,20,19,14,16,"Int +9, Wis +7, Cha +8","Arcana +14, Perception +7, Stealth +9",,,,charmed,passive Perception 17,Giant plus any three languages,15,," Multiattack. The fomorian makes three Rod attacks. Rod. Melee Weapon Attack: +11 to hit, reach 10 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage plus 11 (2d10) force damage. Spellcasting. The fomorian casts one of the following spells, using Intelligence as the spellcasting ability (spell save DC 17):At will: mage armor (self only), mage hand, prestidigitation1/day each: chain lightning, cone of cold (6th-level version), fireball (6th-level version), fly, plane shift (self only)"," Beguiling Presence. The fomorian targets a creature it can see within 60 feet of itself. The target must succeed on a DC 17 Wisdom saving throw or have the charmed condition for 1 minute. An affected target can repeat the saving throw at the end of each of its turns and whenever it takes damage, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target becomes immune to all fomorians' Beguiling Presence for the next 24 hours.",,,,,,
